annee,ecole_id,academie,departement,rep_status,niveau,discipline,taille_classe,effectif_ecole,ips_ecole,exposition_dedoublement,score,taux_maitrise
2018,78,Lyon,Nord,REP,CE1,Français,20,21,-9.25,0,65.18,66.65
2018,78,Lyon,Nord,REP,CE1,Mathématiques,18,21,-9.25,1,66.7,60.81
2018,78,Lyon,Nord,REP,CM1,Français,18,21,-9.25,1,75.64,66.46
2018,78,Lyon,Nord,REP,CM1,Mathématiques,23,21,-9.25,0,64.82,57.43
2018,78,Lyon,Nord,REP,CM2,Français,19,21,-9.25,0,73.98,62.38
2018,78,Lyon,Nord,REP,CM2,Mathématiques,21,21,-9.25,0,65.79,54.89
2018,78,Lyon,Nord,REP,6e,Français,18,21,-9.25,1,92.4,77.05
2018,78,Lyon,Nord,REP,6e,Mathématiques,24,21,-9.25,0,66.18,61.46
2018,79,Lille,Paris,REP+,CP,Français,17,14,1.95,1,55.51,52.65
2018,79,Lille,Paris,REP+,CP,Mathématiques,13,14,1.95,1,57.44,49.31
2018,79,Lille,Paris,REP+,CE1,Français,14,14,1.95,1,65.26,54.33
2018,79,Lille,Paris,REP+,CE1,Mathématiques,12,14,1.95,1,58.67,47.75
2018,79,Lille,Paris,REP+,CM1,Français,13,14,1.95,1,69.77,60.44
2018,79,Lille,Paris,REP+,CM1,Mathématiques,13,14,1.95,1,66.14,56.7
2018,79,Lille,Paris,REP+,CM2,Français,16,14,1.95,1,80.7,67.55
2018,79,Lille,Paris,REP+,CM2,Mathématiques,15,14,1.95,1,70.16,64.53
2018,79,Lille,Paris,REP+,6e,Français,18,14,1.95,1,81.52,61.57
2018,79,Lille,Paris,REP+,6e,Mathématiques,15,14,1.95,1,81.78,69.5
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CP,Français,18,21,1.69,0,71.12,69.8
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CP,Mathématiques,17,21,1.69,0,63.45,52.98
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CE1,Français,22,21,1.69,0,70.96,70.25
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CE1,Mathématiques,24,21,1.69,0,70.03,63.35
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CM1,Français,23,21,1.69,0,73.82,69.49
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CM1,Mathématiques,19,21,1.69,0,82.06,76.73
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CM2,Français,23,21,1.69,0,81.91,72.7
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,CM2,Mathématiques,15,21,1.69,0,85.56,72.62
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,6e,Français,22,21,1.69,0,91.78,77.04
2018,80,Bordeaux,Puy-de-Dôme,Hors EP,6e,Mathématiques,19,21,1.69,0,87.67,74.95
2018,81,Nantes,Saône-et-Loire,Hors EP,CP,Français,24,22,-13.03,0,70.84,54.5
2018,81,Nantes,Saône-et-Loire,Hors EP,CP,Mathématiques,24,22,-13.03,0,59.4,53.54
2018,81,Nantes,Saône-et-Loire,Hors EP,CE1,Français,22,22,-13.03,0,70.07,71.86
2018,81,Nantes,Saône-et-Loire,Hors EP,CE1,Mathématiques,21,22,-13.03,0,63.47,51.65
2018,81,Nantes,Saône-et-Loire,Hors EP,CM1,Français,28,22,-13.03,0,69.36,62.03
2018,81,Nantes,Saône-et-Loire,Hors EP,CM1,Mathématiques,23,22,-13.03,0,68.69,60.53
2018,81,Nantes,Saône-et-Loire,Hors EP,CM2,Français,30,22,-13.03,0,80.9,65.75
2018,81,Nantes,Saône-et-Loire,Hors EP,CM2,Mathématiques,26,22,-13.03,0,71.49,54.73
2018,81,Nantes,Saône-et-Loire,Hors EP,6e,Français,27,22,-13.03,0,87.56,79.77
2018,81,Nantes,Saône-et-Loire,Hors EP,6e,Mathématiques,23,22,-13.03,0,82.19,74.64
2018,82,Paris,Ain,Hors EP,CP,Français,26,25,1.37,0,59.57,58.7
2018,82,Paris,Ain,Hors EP,CP,Mathématiques,24,25,1.37,0,67.14,65.01
2018,82,Paris,Ain,Hors EP,CE1,Français,21,25,1.37,0,66.19,57.34
2018,82,Paris,Ain,Hors EP,CE1,Mathématiques,25,25,1.37,0,64.42,55.34
2018,82,Paris,Ain,Hors EP,CM1,Français,18,25,1.37,0,90.05,80.36
2018,82,Paris,Ain,Hors EP,CM1,Mathématiques,25,25,1.37,0,77.22,70.39
2018,82,Paris,Ain,Hors EP,CM2,Français,22,25,1.37,0,82.83,69.18
2018,82,Paris,Ain,Hors EP,CM2,Mathématiques,30,25,1.37,0,75.87,64.27
2018,82,Paris,Ain,Hors EP,6e,Français,24,25,1.37,0,82.22,78.43
2018,82,Paris,Ain,Hors EP,6e,Mathématiques,21,25,1.37,0,88.72,80.66
2018,83,Lyon,Bas-Rhin,Hors EP,CP,Français,23,24,-0.68,0,65.4,66.87
2018,83,Lyon,Bas-Rhin,Hors EP,CP,Mathématiques,24,24,-0.68,0,59.98,53.21
2018,83,Lyon,Bas-Rhin,Hors EP,CE1,Français,27,24,-0.68,0,70.86,65.99
2018,83,Lyon,Bas-Rhin,Hors EP,CE1,Mathématiques,23,24,-0.68,0,71.0,60.06
2018,83,Lyon,Bas-Rhin,Hors EP,CM1,Français,23,24,-0.68,0,81.78,74.98
2018,83,Lyon,Bas-Rhin,Hors EP,CM1,Mathématiques,22,24,-0.68,0,71.47,64.14
2018,83,Lyon,Bas-Rhin,Hors EP,CM2,Français,28,24,-0.68,0,69.3,63.51
2018,83,Lyon,Bas-Rhin,Hors EP,CM2,Mathématiques,21,24,-0.68,0,78.36,66.47
2018,83,Lyon,Bas-Rhin,Hors EP,6e,Français,23,24,-0.68,0,85.02,72.85
2018,83,Lyon,Bas-Rhin,Hors EP,6e,Mathématiques,23,24,-0.68,0,77.84,71.83
2018,84,Lille,Bouches-du-Rhône,Hors EP,CP,Français,29,26,3.59,0,57.89,54.41
2018,84,Lille,Bouches-du-Rhône,Hors EP,CP,Mathématiques,27,26,3.59,0,69.62,71.96
2018,84,Lille,Bouches-du-Rhône,Hors EP,CE1,Français,23,26,3.59,0,83.15,66.97
2018,84,Lille,Bouches-du-Rhône,Hors EP,CE1,Mathématiques,29,26,3.59,0,67.9,56.19
2018,84,Lille,Bouches-du-Rhône,Hors EP,CM1,Français,28,26,3.59,0,72.95,67.38
2018,84,Lille,Bouches-du-Rhône,Hors EP,CM1,Mathématiques,28,26,3.59,0,75.81,66.93
2018,84,Lille,Bouches-du-Rhône,Hors EP,CM2,Français,27,26,3.59,0,84.26,75.2
2018,84,Lille,Bouches-du-Rhône,Hors EP,CM2,Mathématiques,29,26,3.59,0,71.54,58.42
2018,84,Lille,Bouches-du-Rhône,Hors EP,6e,Français,26,26,3.59,0,82.44,74.99
2018,84,Lille,Bouches-du-Rhône,Hors EP,6e,Mathématiques,29,26,3.59,0,78.83,75.76
2018,85,Bordeaux,Gironde,REP+,CP,Français,18,20,18.9,1,61.84,55.35
2018,85,Bordeaux,Gironde,REP+,CP,Mathématiques,16,20,18.9,1,51.66,53.29
2018,85,Bordeaux,Gironde,REP+,CE1,Français,16,20,18.9,1,79.04,63.31
2018,85,Bordeaux,Gironde,REP+,CE1,Mathématiques,15,20,18.9,1,64.56,66.55
2018,85,Bordeaux,Gironde,REP+,CM1,Français,18,20,18.9,1,73.84,56.0
2018,85,Bordeaux,Gironde,REP+,CM1,Mathématiques,16,20,18.9,1,63.44,48.66
2018,85,Bordeaux,Gironde,REP+,CM2,Français,18,20,18.9,1,66.18,53.39
2018,85,Bordeaux,Gironde,REP+,CM2,Mathématiques,17,20,18.9,1,69.53,64.26
2018,85,Bordeaux,Gironde,REP+,6e,Français,19,20,18.9,0,75.39,70.03
2018,85,Bordeaux,Gironde,REP+,6e,Mathématiques,21,20,18.9,0,66.56,61.78
2018,86,Nantes,Hérault,REP,CP,Français,18,23,-3.99,1,68.42,61.05
2018,86,Nantes,Hérault,REP,CP,Mathématiques,18,23,-3.99,1,60.54,50.12
2018,86,Nantes,Hérault,REP,CE1,Français,22,23,-3.99,0,58.28,50.31
2018,86,Nantes,Hérault,REP,CE1,Mathématiques,22,23,-3.99,0,52.4,43.6
2018,86,Nantes,Hérault,REP,CM1,Français,23,23,-3.99,0,60.6,54.17
2018,86,Nantes,Hérault,REP,CM1,Mathématiques,20,23,-3.99,0,67.86,61.25
2018,86,Nantes,Hérault,REP,CM2,Français,17,23,-3.99,1,83.97,69.67
2018,86,Nantes,Hérault,REP,CM2,Mathématiques,25,23,-3.99,0,63.22,46.81
2018,86,Nantes,Hérault,REP,6e,Français,21,23,-3.99,0,83.57,79.71
2018,86,Nantes,Hérault,REP,6e,Mathématiques,25,23,-3.99,0,63.63,62.83
2018,87,Paris,Loire,Hors EP,CP,Français,23,27,-7.73,0,70.62,67.02
2018,87,Paris,Loire,Hors EP,CP,Mathématiques,26,27,-7.73,0,54.8,50.7
2018,87,Paris,Loire,Hors EP,CE1,Français,23,27,-7.73,0,74.49,71.54
2018,87,Paris,Loire,Hors EP,CE1,Mathématiques,28,27,-7.73,0,59.67,41.88
2018,87,Paris,Loire,Hors EP,CM1,Français,21,27,-7.73,0,84.77,70.64
2018,87,Paris,Loire,Hors EP,CM1,Mathématiques,23,27,-7.73,0,80.96,76.38
2018,87,Paris,Loire,Hors EP,CM2,Français,25,27,-7.73,0,78.45,67.69
2018,87,Paris,Loire,Hors EP,CM2,Mathématiques,26,27,-7.73,0,83.07,73.6
2018,87,Paris,Loire,Hors EP,6e,Français,27,27,-7.73,0,88.23,69.15
2018,87,Paris,Loire,Hors EP,6e,Mathématiques,27,27,-7.73,0,78.65,55.9
2018,88,Lyon,Maine-et-Loire,Hors EP,CP,Français,21,21,1.37,0,78.24,61.86
2018,88,Lyon,Maine-et-Loire,Hors EP,CP,Mathématiques,21,21,1.37,0,67.83,57.45
2018,88,Lyon,Maine-et-Loire,Hors EP,CE1,Français,21,21,1.37,0,66.26,67.11
2018,88,Lyon,Maine-et-Loire,Hors EP,CE1,Mathématiques,19,21,1.37,0,81.41,70.19
2018,88,Lyon,Maine-et-Loire,Hors EP,CM1,Français,24,21,1.37,0,76.52,66.88
2018,88,Lyon,Maine-et-Loire,Hors EP,CM1,Mathématiques,20,21,1.37,0,77.9,69.56
2018,88,Lyon,Maine-et-Loire,Hors EP,CM2,Français,19,21,1.37,0,85.7,70.23
2018,88,Lyon,Maine-et-Loire,Hors EP,CM2,Mathématiques,27,21,1.37,0,75.66,74.18
2018,88,Lyon,Maine-et-Loire,Hors EP,6e,Français,21,21,1.37,0,90.63,70.02
2018,88,Lyon,Maine-et-Loire,Hors EP,6e,Mathématiques,20,21,1.37,0,88.31,82.98
2018,89,Lille,Moselle,Hors EP,CP,Français,28,29,19.53,0,76.1,64.32
2018,89,Lille,Moselle,Hors EP,CP,Mathématiques,26,29,19.53,0,58.7,66.57
2018,89,Lille,Moselle,Hors EP,CE1,Français,30,29,19.53,0,66.04,66.15
2018,89,Lille,Moselle,Hors EP,CE1,Mathématiques,30,29,19.53,0,73.39,57.17
2018,89,Lille,Moselle,Hors EP,CM1,Français,27,29,19.53,0,74.16,55.56
2018,89,Lille,Moselle,Hors EP,CM1,Mathématiques,31,29,19.53,0,68.43,65.23
2018,89,Lille,Moselle,Hors EP,CM2,Français,34,29,19.53,0,73.35,62.77
2018,89,Lille,Moselle,Hors EP,CM2,Mathématiques,28,29,19.53,0,81.79,67.78
2018,89,Lille,Moselle,Hors EP,6e,Français,26,29,19.53,0,91.9,79.39
2018,89,Lille,Moselle,Hors EP,6e,Mathématiques,23,29,19.53,0,81.33,77.81
2018,90,Bordeaux,Nord,Hors EP,CP,Français,24,22,0.16,0,60.51,51.94
2018,90,Bordeaux,Nord,Hors EP,CP,Mathématiques,23,22,0.16,0,64.07,61.43
2018,90,Bordeaux,Nord,Hors EP,CE1,Français,19,22,0.16,0,76.73,72.63
2018,90,Bordeaux,Nord,Hors EP,CE1,Mathématiques,23,22,0.16,0,69.15,61.54
2018,90,Bordeaux,Nord,Hors EP,CM1,Français,20,22,0.16,0,79.9,75.63
2018,90,Bordeaux,Nord,Hors EP,CM1,Mathématiques,22,22,0.16,0,71.41,61.1
2018,90,Bordeaux,Nord,Hors EP,CM2,Français,23,22,0.16,0,80.84,72.4
2018,90,Bordeaux,Nord,Hors EP,CM2,Mathématiques,23,22,0.16,0,83.52,78.91
2018,90,Bordeaux,Nord,Hors EP,6e,Français,24,22,0.16,0,82.41,66.52
2018,90,Bordeaux,Nord,Hors EP,6e,Mathématiques,22,22,0.16,0,83.39,66.01
2018,91,Nantes,Paris,Hors EP,CP,Français,26,21,-3.79,0,65.24,71.72
2018,91,Nantes,Paris,Hors EP,CP,Mathématiques,23,21,-3.79,0,62.74,57.68
2018,91,Nantes,Paris,Hors EP,CE1,Français,24,21,-3.79,0,72.1,74.41
2018,91,Nantes,Paris,Hors EP,CE1,Mathématiques,21,21,-3.79,0,73.71,66.16
2018,91,Nantes,Paris,Hors EP,CM1,Français,19,21,-3.79,0,84.11,78.54
2018,91,Nantes,Paris,Hors EP,CM1,Mathématiques,21,21,-3.79,0,75.81,57.92
2018,91,Nantes,Paris,Hors EP,CM2,Français,20,21,-3.79,0,89.46,73.5
2018,91,Nantes,Paris,Hors EP,CM2,Mathématiques,20,21,-3.79,0,82.78,68.68
2018,91,Nantes,Paris,Hors EP,6e,Français,22,21,-3.79,0,91.27,71.26
2018,91,Nantes,Paris,Hors EP,6e,Mathématiques,21,21,-3.79,0,86.54,78.69
2018,92,Paris,Puy-de-Dôme,REP,CP,Français,23,17,-9.41,0,47.27,53.79
2018,92,Paris,Puy-de-Dôme,REP,CP,Mathématiques,16,17,-9.41,1,71.93,66.87
2018,92,Paris,Puy-de-Dôme,REP,CE1,Français,15,17,-9.41,1,67.52,64.82
2018,92,Paris,Puy-de-Dôme,REP,CE1,Mathématiques,21,17,-9.41,0,54.85,52.52
2018,92,Paris,Puy-de-Dôme,REP,CM1,Français,20,17,-9.41,0,65.66,53.18
2018,92,Paris,Puy-de-Dôme,REP,CM1,Mathématiques,16,17,-9.41,1,73.93,71.35
2018,92,Paris,Puy-de-Dôme,REP,CM2,Français,22,17,-9.41,0,71.78,65.25
2018,92,Paris,Puy-de-Dôme,REP,CM2,Mathématiques,20,17,-9.41,0,64.07,57.8
2018,92,Paris,Puy-de-Dôme,REP,6e,Français,16,17,-9.41,1,80.25,71.24
2018,92,Paris,Puy-de-Dôme,REP,6e,Mathématiques,18,17,-9.41,1,85.97,76.19
2018,93,Lyon,Saône-et-Loire,Hors EP,CP,Français,24,29,4.95,0,68.86,65.17
2018,93,Lyon,Saône-et-Loire,Hors EP,CP,Mathématiques,24,29,4.95,0,64.43,55.69
2018,93,Lyon,Saône-et-Loire,Hors EP,CE1,Français,25,29,4.95,0,65.23,65.69
2018,93,Lyon,Saône-et-Loire,Hors EP,CE1,Mathématiques,29,29,4.95,0,66.11,69.82
2018,93,Lyon,Saône-et-Loire,Hors EP,CM1,Français,26,29,4.95,0,89.04,74.41
2018,93,Lyon,Saône-et-Loire,Hors EP,CM1,Mathématiques,27,29,4.95,0,69.7,64.26
2018,93,Lyon,Saône-et-Loire,Hors EP,CM2,Français,28,29,4.95,0,78.08,76.98
2018,93,Lyon,Saône-et-Loire,Hors EP,CM2,Mathématiques,27,29,4.95,0,77.71,63.3
2018,93,Lyon,Saône-et-Loire,Hors EP,6e,Français,27,29,4.95,0,83.89,69.0
2018,93,Lyon,Saône-et-Loire,Hors EP,6e,Mathématiques,24,29,4.95,0,96.22,79.11
2018,94,Lille,Ain,Hors EP,CP,Français,23,21,6.56,0,71.33,60.28
2018,94,Lille,Ain,Hors EP,CP,Mathématiques,23,21,6.56,0,61.34,53.62
2018,94,Lille,Ain,Hors EP,CE1,Français,20,21,6.56,0,69.64,67.68
2018,94,Lille,Ain,Hors EP,CE1,Mathématiques,24,21,6.56,0,72.78,64.69
2018,94,Lille,Ain,Hors EP,CM1,Français,24,21,6.56,0,69.46,66.55
2018,94,Lille,Ain,Hors EP,CM1,Mathématiques,22,21,6.56,0,79.01,70.63
2018,94,Lille,Ain,Hors EP,CM2,Français,20,21,6.56,0,79.25,65.33
2018,94,Lille,Ain,Hors EP,CM2,Mathématiques,23,21,6.56,0,83.39,64.87
2018,94,Lille,Ain,Hors EP,6e,Français,20,21,6.56,0,87.73,72.87
2018,94,Lille,Ain,Hors EP,6e,Mathématiques,19,21,6.56,0,82.49,66.98
2018,95,Bordeaux,Bas-Rhin,REP,CP,Français,13,15,12.7,1,67.6,66.09
2018,95,Bordeaux,Bas-Rhin,REP,CP,Mathématiques,15,15,12.7,1,62.94,63.62
2018,95,Bordeaux,Bas-Rhin,REP,CE1,Français,15,15,12.7,1,77.49,69.84
2018,95,Bordeaux,Bas-Rhin,REP,CE1,Mathématiques,15,15,12.7,1,71.68,65.35
2018,95,Bordeaux,Bas-Rhin,REP,CM1,Français,19,15,12.7,0,66.16,60.19
2018,95,Bordeaux,Bas-Rhin,REP,CM1,Mathématiques,16,15,12.7,1,78.69,63.39
2018,95,Bordeaux,Bas-Rhin,REP,CM2,Français,19,15,12.7,0,75.72,59.91
2018,95,Bordeaux,Bas-Rhin,REP,CM2,Mathématiques,19,15,12.7,0,80.68,74.87
2018,95,Bordeaux,Bas-Rhin,REP,6e,Français,20,15,12.7,0,78.11,59.81
2018,95,Bordeaux,Bas-Rhin,REP,6e,Mathématiques,12,15,12.7,1,86.67,70.98
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CP,Français,26,29,-15.58,0,56.39,51.1
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CP,Mathématiques,28,29,-15.58,0,53.29,55.59
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CE1,Français,23,29,-15.58,0,72.09,69.51
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CE1,Mathématiques,26,29,-15.58,0,68.02,55.5
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CM1,Français,27,29,-15.58,0,68.19,62.67
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CM1,Mathématiques,25,29,-15.58,0,73.01,66.33
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CM2,Français,22,29,-15.58,0,75.46,70.67
2018,96,Nantes,Bouches-du-Rhône,Hors EP,CM2,Mathématiques,24,29,-15.58,0,81.9,70.47
2018,96,Nantes,Bouches-du-Rhône,Hors EP,6e,Français,20,29,-15.58,0,92.68,76.17
2018,96,Nantes,Bouches-du-Rhône,Hors EP,6e,Mathématiques,25,29,-15.58,0,77.92,76.21
2018,97,Paris,Gironde,Hors EP,CP,Français,24,27,-13.11,0,72.28,61.7
2018,97,Paris,Gironde,Hors EP,CP,Mathématiques,24,27,-13.11,0,49.65,48.57
2018,97,Paris,Gironde,Hors EP,CE1,Français,22,27,-13.11,0,67.14,66.07
2018,97,Paris,Gironde,Hors EP,CE1,Mathématiques,22,27,-13.11,0,67.03,58.69
2018,97,Paris,Gironde,Hors EP,CM1,Français,18,27,-13.11,0,75.33,71.03
2018,97,Paris,Gironde,Hors EP,CM1,Mathématiques,18,27,-13.11,0,73.98,63.31
2018,97,Paris,Gironde,Hors EP,CM2,Français,27,27,-13.11,0,80.79,67.15
2018,97,Paris,Gironde,Hors EP,CM2,Mathématiques,26,27,-13.11,0,71.89,68.93
2018,97,Paris,Gironde,Hors EP,6e,Français,20,27,-13.11,0,93.46,76.52
2018,97,Paris,Gironde,Hors EP,6e,Mathématiques,20,27,-13.11,0,84.65,73.95
2018,98,Lyon,Hérault,Hors EP,CP,Français,27,24,7.44,0,64.52,56.67
2018,98,Lyon,Hérault,Hors EP,CP,Mathématiques,26,24,7.44,0,65.17,69.62
2018,98,Lyon,Hérault,Hors EP,CE1,Français,28,24,7.44,0,72.29,79.6
2018,98,Lyon,Hérault,Hors EP,CE1,Mathématiques,27,24,7.44,0,67.97,64.74
2018,98,Lyon,Hérault,Hors EP,CM1,Français,23,24,7.44,0,76.4,64.42
2018,98,Lyon,Hérault,Hors EP,CM1,Mathématiques,28,24,7.44,0,70.11,63.37
2018,98,Lyon,Hérault,Hors EP,CM2,Français,29,24,7.44,0,81.88,69.87
2018,98,Lyon,Hérault,Hors EP,CM2,Mathématiques,24,24,7.44,0,84.6,76.4
2018,98,Lyon,Hérault,Hors EP,6e,Français,22,24,7.44,0,87.88,75.59
2018,98,Lyon,Hérault,Hors EP,6e,Mathématiques,28,24,7.44,0,84.99,74.21
2018,99,Lille,Loire,REP+,CP,Français,17,19,-3.14,1,58.47,45.33
2018,99,Lille,Loire,REP+,CP,Mathématiques,16,19,-3.14,1,55.88,51.59
2018,99,Lille,Loire,REP+,CE1,Français,16,19,-3.14,1,64.82,53.68
2018,99,Lille,Loire,REP+,CE1,Mathématiques,13,19,-3.14,1,58.06,58.3
2018,99,Lille,Loire,REP+,CM1,Français,21,19,-3.14,0,60.44,48.76
2018,99,Lille,Loire,REP+,CM1,Mathématiques,16,19,-3.14,1,66.78,61.3
2018,99,Lille,Loire,REP+,CM2,Français,18,19,-3.14,1,69.5,62.58
2018,99,Lille,Loire,REP+,CM2,Mathématiques,18,19,-3.14,1,74.34,61.52
2018,99,Lille,Loire,REP+,6e,Français,16,19,-3.14,1,66.46,57.08
2018,99,Lille,Loire,REP+,6e,Mathématiques,16,19,-3.14,1,71.04,64.13
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CP,Français,18,17,-11.14,0,64.89,59.28
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CP,Mathématiques,16,17,-11.14,0,69.03,62.56
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CE1,Français,16,17,-11.14,0,67.75,53.68
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CE1,Mathématiques,16,17,-11.14,0,71.63,60.66
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CM1,Français,19,17,-11.14,0,78.51,63.56
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CM1,Mathématiques,16,17,-11.14,0,78.68,70.13
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CM2,Français,22,17,-11.14,0,79.05,68.39
2018,100,Bordeaux,Maine-et-Loire,Hors EP,CM2,Mathématiques,18,17,-11.14,0,82.56,68.64
2018,100,Bordeaux,Maine-et-Loire,Hors EP,6e,Français,13,17,-11.14,0,88.36,69.72
2018,100,Bordeaux,Maine-et-Loire,Hors EP,6e,Mathématiques,13,17,-11.14,0,84.08,66.94
2018,101,Nantes,Moselle,REP,CP,Français,17,23,-3.12,1,64.4,60.79
2018,101,Nantes,Moselle,REP,CP,Mathématiques,24,23,-3.12,0,46.02,51.55
2018,101,Nantes,Moselle,REP,CE1,Français,18,23,-3.12,1,65.01,62.76
2018,101,Nantes,Moselle,REP,CE1,Mathématiques,26,23,-3.12,0,53.65,51.28
2018,101,Nantes,Moselle,REP,CM1,Français,17,23,-3.12,1,67.52,61.56
2018,101,Nantes,Moselle,REP,CM1,Mathématiques,21,23,-3.12,0,56.95,54.05
2018,101,Nantes,Moselle,REP,CM2,Français,22,23,-3.12,0,73.28,65.51
2018,101,Nantes,Moselle,REP,CM2,Mathématiques,25,23,-3.12,0,63.36,57.51
2018,101,Nantes,Moselle,REP,6e,Français,25,23,-3.12,0,66.92,74.58
2018,101,Nantes,Moselle,REP,6e,Mathématiques,23,23,-3.12,0,71.84,66.48
2018,102,Paris,Nord,REP+,CP,Français,18,23,16.84,1,61.5,50.43
2018,102,Paris,Nord,REP+,CP,Mathématiques,20,23,16.84,0,44.29,45.62
2018,102,Paris,Nord,REP+,CE1,Français,18,23,16.84,1,73.68,75.02
2018,102,Paris,Nord,REP+,CE1,Mathématiques,19,23,16.84,0,52.41,48.77
2018,102,Paris,Nord,REP+,CM1,Français,22,23,16.84,0,56.94,51.61
2018,102,Paris,Nord,REP+,CM1,Mathématiques,21,23,16.84,0,53.9,51.46
2018,102,Paris,Nord,REP+,CM2,Français,15,23,16.84,1,79.19,78.55
2018,102,Paris,Nord,REP+,CM2,Mathématiques,21,23,16.84,0,67.9,56.94
2018,102,Paris,Nord,REP+,6e,Français,20,23,16.84,0,65.98,58.73
2018,102,Paris,Nord,REP+,6e,Mathématiques,21,23,16.84,0,66.78,53.35
2018,103,Lyon,Paris,Hors EP,CP,Français,23,21,24.77,0,61.94,64.22
2018,103,Lyon,Paris,Hors EP,CP,Mathématiques,22,21,24.77,0,61.42,55.25
2018,103,Lyon,Paris,Hors EP,CE1,Français,23,21,24.77,0,76.95,60.78
2018,103,Lyon,Paris,Hors EP,CE1,Mathématiques,22,21,24.77,0,62.75,56.56
2018,103,Lyon,Paris,Hors EP,CM1,Français,23,21,24.77,0,80.55,67.28
2018,103,Lyon,Paris,Hors EP,CM1,Mathématiques,22,21,24.77,0,82.76,77.83
2018,103,Lyon,Paris,Hors EP,CM2,Français,22,21,24.77,0,91.24,80.71
2018,103,Lyon,Paris,Hors EP,CM2,Mathématiques,21,21,24.77,0,84.67,71.39
2018,103,Lyon,Paris,Hors EP,6e,Français,17,21,24.77,0,90.67,75.25
2018,103,Lyon,Paris,Hors EP,6e,Mathématiques,21,21,24.77,0,95.76,79.9
2018,104,Lille,Puy-de-Dôme,REP,CP,Français,22,26,7.14,0,61.21,59.8
2018,104,Lille,Puy-de-Dôme,REP,CP,Mathématiques,20,26,7.14,0,54.78,60.49
2018,104,Lille,Puy-de-Dôme,REP,CE1,Français,23,26,7.14,0,60.37,58.78
2018,104,Lille,Puy-de-Dôme,REP,CE1,Mathématiques,20,26,7.14,0,60.35,49.07
2018,104,Lille,Puy-de-Dôme,REP,CM1,Français,21,26,7.14,0,71.0,65.06
2018,104,Lille,Puy-de-Dôme,REP,CM1,Mathématiques,22,26,7.14,0,64.27,58.4
2018,104,Lille,Puy-de-Dôme,REP,CM2,Français,23,26,7.14,0,72.31,60.54
2018,104,Lille,Puy-de-Dôme,REP,CM2,Mathématiques,23,26,7.14,0,64.95,51.24
2018,104,Lille,Puy-de-Dôme,REP,6e,Français,21,26,7.14,0,83.21,73.51
2018,104,Lille,Puy-de-Dôme,REP,6e,Mathématiques,20,26,7.14,0,67.12,60.08
2018,105,Bordeaux,Saône-et-Loire,REP,CP,Français,20,19,4.22,0,50.7,54.16
2018,105,Bordeaux,Saône-et-Loire,REP,CP,Mathématiques,18,19,4.22,1,68.39,57.43
2018,105,Bordeaux,Saône-et-Loire,REP,CE1,Français,19,19,4.22,0,63.19,57.2
2018,105,Bordeaux,Saône-et-Loire,REP,CE1,Mathématiques,20,19,4.22,0,56.51,50.18
2018,105,Bordeaux,Saône-et-Loire,REP,CM1,Français,23,19,4.22,0,68.73,57.93
2018,105,Bordeaux,Saône-et-Loire,REP,CM1,Mathématiques,20,19,4.22,0,60.36,50.12
2018,105,Bordeaux,Saône-et-Loire,REP,CM2,Français,22,19,4.22,0,62.24,61.96
2018,105,Bordeaux,Saône-et-Loire,REP,CM2,Mathématiques,18,19,4.22,1,78.55,70.47
2018,105,Bordeaux,Saône-et-Loire,REP,6e,Français,20,19,4.22,0,72.99,68.22
2018,105,Bordeaux,Saône-et-Loire,REP,6e,Mathématiques,19,19,4.22,0,68.95,61.04
2018,106,Nantes,Ain,Hors EP,CP,Français,30,29,-14.28,0,63.31,61.68
2018,106,Nantes,Ain,Hors EP,CP,Mathématiques,31,29,-14.28,0,57.22,53.55
2018,106,Nantes,Ain,Hors EP,CE1,Français,27,29,-14.28,0,57.65,55.9
2018,106,Nantes,Ain,Hors EP,CE1,Mathématiques,29,29,-14.28,0,63.89,51.76
2018,106,Nantes,Ain,Hors EP,CM1,Français,31,29,-14.28,0,77.83,68.32
2018,106,Nantes,Ain,Hors EP,CM1,Mathématiques,29,29,-14.28,0,68.78,71.93
