annee,ecole_id,academie,departement,niveau,statut,rep,rep_plus,education_prioritaire,effectif_eleves,taille_moyenne_classe,dedoublement,ips,score_francais,score_mathematiques,score_global,taux_maitrise_francais,taux_maitrise_mathematiques,variable_cible,source,source_url
2018,145,Bordeaux,Gironde,CE1,REP,1,0,1,21,17.0,1,46.0,80.97,78.55,79.76,66.18,71.64,79.76,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,145,Bordeaux,Gironde,CM1,REP,1,0,1,21,17.0,1,46.0,74.7,68.57,71.63,70.88,63.18,71.63,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,145,Bordeaux,Gironde,CM2,REP,1,0,1,21,17.0,1,46.0,72.76,73.44,73.1,66.68,66.32,73.1,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,145,Bordeaux,Gironde,6e,REP,1,0,1,21,17.0,1,46.0,82.72,85.66,84.19,75.74,76.57,84.19,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,146,Nantes,Loire-Atlantique,CP,REP,1,0,1,25,17.42,1,81.62,70.53,63.01,66.77,63.87,60.02,66.77,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,146,Nantes,Loire-Atlantique,CE1,REP,1,0,1,25,17.42,1,81.62,71.53,65.28,68.4,60.58,57.0,68.4,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,146,Nantes,Loire-Atlantique,CM1,REP,1,0,1,25,17.42,1,81.62,72.65,70.37,71.51,65.68,66.17,71.51,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,146,Nantes,Loire-Atlantique,CM2,REP,1,0,1,25,17.42,1,81.62,76.85,79.21,78.03,71.15,74.65,78.03,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,146,Nantes,Loire-Atlantique,6e,REP,1,0,1,25,17.42,1,81.62,85.71,78.11,81.91,77.64,66.17,81.91,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,147,Lille,Bas-Rhin,CP,REP+,0,1,1,18,12.0,1,72.21,66.38,68.01,67.19,61.41,64.32,67.19,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,147,Lille,Bas-Rhin,CE1,REP+,0,1,1,18,12.0,1,72.21,71.63,75.82,73.72,62.21,65.91,73.72,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,147,Lille,Bas-Rhin,CM1,REP+,0,1,1,18,12.0,1,72.21,82.42,79.33,80.87,68.13,69.61,80.87,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,147,Lille,Bas-Rhin,CM2,REP+,0,1,1,18,12.0,1,72.21,62.34,61.3,61.82,64.88,56.04,61.82,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,147,Lille,Bas-Rhin,6e,REP+,0,1,1,18,12.0,1,72.21,78.68,80.38,79.53,66.08,67.37,79.53,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,148,Paris,Bouches-du-Rhône,CP,Hors EP,0,0,0,13,12.31,0,75.0,69.13,69.33,69.23,67.19,65.97,69.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,148,Paris,Bouches-du-Rhône,CE1,Hors EP,0,0,0,13,12.31,0,75.0,70.29,70.26,70.28,65.88,65.11,70.28,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,148,Paris,Bouches-du-Rhône,CM1,Hors EP,0,0,0,13,12.31,0,75.0,88.52,83.64,86.08,85.37,80.65,86.08,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,148,Paris,Bouches-du-Rhône,CM2,Hors EP,0,0,0,13,12.31,0,75.0,92.19,86.27,89.23,73.79,80.98,89.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,148,Paris,Bouches-du-Rhône,6e,Hors EP,0,0,0,13,12.31,0,75.0,95.3,90.32,92.81,89.41,75.97,92.81,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,149,Lyon,Hérault,CP,REP+,0,1,1,25,14.01,1,87.25,64.75,67.74,66.24,67.86,64.09,66.24,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,149,Lyon,Hérault,CE1,REP+,0,1,1,25,14.01,1,87.25,60.28,53.86,57.07,63.25,48.42,57.07,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,149,Lyon,Hérault,CM1,REP+,0,1,1,25,14.01,1,87.25,68.33,67.68,68.01,71.71,61.72,68.01,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,149,Lyon,Hérault,CM2,REP+,0,1,1,25,14.01,1,87.25,71.9,69.69,70.8,69.74,64.78,70.8,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,149,Lyon,Hérault,6e,REP+,0,1,1,25,14.01,1,87.25,85.52,80.33,82.92,78.35,74.4,82.92,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,150,Grenoble,Puy-de-Dôme,CP,Hors EP,0,0,0,23,21.55,0,74.72,68.3,63.77,66.03,63.29,66.26,66.03,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,150,Grenoble,Puy-de-Dôme,CE1,Hors EP,0,0,0,23,21.55,0,74.72,76.46,70.37,73.42,72.25,56.36,73.42,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,150,Grenoble,Puy-de-Dôme,CM1,Hors EP,0,0,0,23,21.55,0,74.72,78.02,79.87,78.94,72.12,72.78,78.94,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,150,Grenoble,Puy-de-Dôme,CM2,Hors EP,0,0,0,23,21.55,0,74.72,72.03,68.46,70.25,69.77,66.42,70.25,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2018,150,Grenoble,Puy-de-Dôme,6e,Hors EP,0,0,0,23,21.55,0,74.72,95.94,93.09,94.52,84.49,75.98,94.52,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,1,Nantes,Paris,CP,REP+,0,1,1,14,12.0,1,93.12,63.38,62.26,62.82,60.31,53.18,62.82,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,1,Nantes,Paris,CE1,REP+,0,1,1,14,12.0,1,93.12,75.81,65.12,70.47,68.85,62.07,70.47,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,1,Nantes,Paris,CM1,REP+,0,1,1,14,12.0,1,93.12,71.64,66.73,69.18,60.79,60.17,69.18,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,1,Nantes,Paris,CM2,REP+,0,1,1,14,12.0,1,93.12,72.23,67.14,69.68,72.44,58.8,69.68,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,1,Nantes,Paris,6e,REP+,0,1,1,14,12.0,1,93.12,82.95,81.59,82.27,79.91,72.95,82.27,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,2,Lille,Rhône,CP,Hors EP,0,0,0,17,12.0,0,40.0,72.3,72.02,72.16,70.51,64.88,72.16,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,2,Lille,Rhône,CE1,Hors EP,0,0,0,17,12.0,0,40.0,84.3,80.46,82.38,78.7,75.09,82.38,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,2,Lille,Rhône,CM1,Hors EP,0,0,0,17,12.0,0,40.0,92.33,89.07,90.7,80.02,72.57,90.7,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,2,Lille,Rhône,CM2,Hors EP,0,0,0,17,12.0,0,40.0,96.59,96.27,96.43,87.42,95.93,96.43,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,2,Lille,Rhône,6e,Hors EP,0,0,0,17,12.0,0,40.0,97.06,89.85,93.46,85.16,75.2,93.46,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,3,Paris,Nord,CP,Hors EP,0,0,0,16,12.0,0,94.3,71.94,69.04,70.49,71.39,66.83,70.49,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,3,Paris,Nord,CE1,Hors EP,0,0,0,16,12.0,0,94.3,78.84,79.58,79.21,73.72,74.8,79.21,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,3,Paris,Nord,CM1,Hors EP,0,0,0,16,12.0,0,94.3,87.99,86.64,87.31,78.71,83.04,87.31,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,3,Paris,Nord,CM2,Hors EP,0,0,0,16,12.0,0,94.3,87.45,87.01,87.23,80.87,74.73,87.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,3,Paris,Nord,6e,Hors EP,0,0,0,16,12.0,0,94.3,91.96,88.55,90.26,80.41,72.38,90.26,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,4,Lyon,Gironde,CP,Hors EP,0,0,0,20,20.49,0,40.0,71.24,67.01,69.13,69.68,63.51,69.13,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,4,Lyon,Gironde,CE1,Hors EP,0,0,0,20,20.49,0,40.0,74.49,72.08,73.29,70.05,72.39,73.29,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,4,Lyon,Gironde,CM1,Hors EP,0,0,0,20,20.49,0,40.0,82.27,84.61,83.44,79.35,78.2,83.44,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,4,Lyon,Gironde,CM2,Hors EP,0,0,0,20,20.49,0,40.0,79.32,81.79,80.55,71.69,76.48,80.55,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,4,Lyon,Gironde,6e,Hors EP,0,0,0,20,20.49,0,40.0,88.98,82.24,85.61,88.19,70.1,85.61,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,5,Grenoble,Loire-Atlantique,CP,REP,1,0,1,23,14.3,1,53.78,68.54,62.21,65.37,64.39,64.0,65.37,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,5,Grenoble,Loire-Atlantique,CE1,REP,1,0,1,23,14.3,1,53.78,76.74,68.82,72.78,75.13,64.77,72.78,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,5,Grenoble,Loire-Atlantique,CM1,REP,1,0,1,23,14.3,1,53.78,72.16,73.15,72.65,67.84,63.08,72.65,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,5,Grenoble,Loire-Atlantique,CM2,REP,1,0,1,23,14.3,1,53.78,87.92,85.85,86.88,79.22,74.75,86.88,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,5,Grenoble,Loire-Atlantique,6e,REP,1,0,1,23,14.3,1,53.78,90.91,86.81,88.86,75.46,74.32,88.86,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,6,Bordeaux,Bas-Rhin,CP,Hors EP,0,0,0,23,24.18,0,82.47,63.84,61.17,62.51,64.0,56.27,62.51,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,6,Bordeaux,Bas-Rhin,CE1,Hors EP,0,0,0,23,24.18,0,82.47,72.06,71.29,71.68,61.69,65.72,71.68,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,6,Bordeaux,Bas-Rhin,CM1,Hors EP,0,0,0,23,24.18,0,82.47,77.67,79.79,78.73,64.99,70.73,78.73,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,6,Bordeaux,Bas-Rhin,CM2,Hors EP,0,0,0,23,24.18,0,82.47,81.87,83.71,82.79,75.13,82.11,82.79,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,6,Bordeaux,Bas-Rhin,6e,Hors EP,0,0,0,23,24.18,0,82.47,93.02,89.38,91.2,84.07,77.36,91.2,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,7,Nantes,Bouches-du-Rhône,CP,Hors EP,0,0,0,10,20.05,0,89.16,58.85,62.34,60.6,58.63,52.86,60.6,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,7,Nantes,Bouches-du-Rhône,CE1,Hors EP,0,0,0,10,20.05,0,89.16,62.25,54.13,58.19,61.49,54.54,58.19,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,7,Nantes,Bouches-du-Rhône,CM1,Hors EP,0,0,0,10,20.05,0,89.16,85.6,81.41,83.51,73.49,71.7,83.51,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,7,Nantes,Bouches-du-Rhône,CM2,Hors EP,0,0,0,10,20.05,0,89.16,87.91,86.83,87.37,76.38,80.65,87.37,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,7,Nantes,Bouches-du-Rhône,6e,Hors EP,0,0,0,10,20.05,0,89.16,90.96,85.48,88.22,79.5,80.43,88.22,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,8,Lille,Hérault,CP,Hors EP,0,0,0,14,27.64,0,74.94,67.48,69.62,68.55,62.81,65.45,68.55,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,8,Lille,Hérault,CE1,Hors EP,0,0,0,14,27.64,0,74.94,63.15,60.33,61.74,59.7,57.41,61.74,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,8,Lille,Hérault,CM1,Hors EP,0,0,0,14,27.64,0,74.94,72.55,69.4,70.98,70.91,64.71,70.98,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,8,Lille,Hérault,CM2,Hors EP,0,0,0,14,27.64,0,74.94,72.53,67.55,70.04,62.7,64.91,70.04,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,8,Lille,Hérault,6e,Hors EP,0,0,0,14,27.64,0,74.94,89.19,88.22,88.7,77.28,78.97,88.7,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,9,Paris,Puy-de-Dôme,CP,Hors EP,0,0,0,11,21.68,0,85.28,64.55,67.27,65.91,61.21,66.36,65.91,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,9,Paris,Puy-de-Dôme,CE1,Hors EP,0,0,0,11,21.68,0,85.28,71.99,69.09,70.54,58.71,63.78,70.54,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,9,Paris,Puy-de-Dôme,CM1,Hors EP,0,0,0,11,21.68,0,85.28,81.7,78.06,79.88,82.21,66.43,79.88,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,9,Paris,Puy-de-Dôme,CM2,Hors EP,0,0,0,11,21.68,0,85.28,83.75,78.13,80.94,74.37,75.26,80.94,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,9,Paris,Puy-de-Dôme,6e,Hors EP,0,0,0,11,21.68,0,85.28,98.94,94.14,96.54,84.37,77.38,96.54,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,10,Lyon,Moselle,CP,REP,1,0,1,29,12.0,1,53.71,69.37,69.57,69.47,58.29,64.02,69.47,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,10,Lyon,Moselle,CE1,REP,1,0,1,29,12.0,1,53.71,82.88,80.01,81.45,81.98,75.0,81.45,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,10,Lyon,Moselle,CM1,REP,1,0,1,29,12.0,1,53.71,69.72,66.55,68.14,66.29,59.44,68.14,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,10,Lyon,Moselle,CM2,REP,1,0,1,29,12.0,1,53.71,75.24,79.26,77.25,66.76,76.21,77.25,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,10,Lyon,Moselle,6e,REP,1,0,1,29,12.0,1,53.71,83.64,81.53,82.58,78.79,71.05,82.58,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,11,Grenoble,Paris,CP,Hors EP,0,0,0,10,12.0,0,68.82,74.44,74.93,74.69,64.92,64.28,74.69,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,11,Grenoble,Paris,CE1,Hors EP,0,0,0,10,12.0,0,68.82,74.5,73.25,73.87,62.02,67.75,73.87,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,11,Grenoble,Paris,CM1,Hors EP,0,0,0,10,12.0,0,68.82,86.0,82.87,84.44,80.3,75.25,84.44,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,11,Grenoble,Paris,CM2,Hors EP,0,0,0,10,12.0,0,68.82,87.16,77.42,82.29,79.55,66.83,82.29,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,11,Grenoble,Paris,6e,Hors EP,0,0,0,10,12.0,0,68.82,93.0,92.91,92.96,88.77,81.03,92.96,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,12,Bordeaux,Rhône,CP,Hors EP,0,0,0,10,17.73,0,89.21,68.17,65.2,66.68,69.95,61.97,66.68,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,12,Bordeaux,Rhône,CE1,Hors EP,0,0,0,10,17.73,0,89.21,72.61,80.82,76.71,64.51,72.7,76.71,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,12,Bordeaux,Rhône,CM1,Hors EP,0,0,0,10,17.73,0,89.21,86.16,85.23,85.7,77.55,75.22,85.7,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,12,Bordeaux,Rhône,CM2,Hors EP,0,0,0,10,17.73,0,89.21,88.54,82.08,85.31,88.58,72.93,85.31,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,12,Bordeaux,Rhône,6e,Hors EP,0,0,0,10,17.73,0,89.21,98.29,94.95,96.62,85.38,80.74,96.62,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,13,Nantes,Nord,CP,REP+,0,1,1,21,19.77,0,55.25,52.41,46.82,49.61,60.46,46.36,49.61,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,13,Nantes,Nord,CE1,REP+,0,1,1,21,19.77,0,55.25,64.54,66.42,65.48,62.59,57.66,65.48,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,13,Nantes,Nord,CM1,REP+,0,1,1,21,19.77,0,55.25,62.87,64.31,63.59,56.97,63.3,63.59,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,13,Nantes,Nord,CM2,REP+,0,1,1,21,19.77,0,55.25,74.52,74.03,74.28,72.05,64.61,74.28,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,13,Nantes,Nord,6e,REP+,0,1,1,21,19.77,0,55.25,75.62,76.48,76.05,68.41,59.0,76.05,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,14,Lille,Gironde,CP,REP+,0,1,1,16,20.77,0,72.23,58.59,57.2,57.9,65.36,52.65,57.9,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2019,14,Lille,Gironde,CE1,REP+,0,1,1,16,20.77,0,72.23,61.07,61.76,61.42,59.99,64.61,61.42,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
